accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
KU215050	""	""	Goeppertia nigricans voucher 19391641 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Goeppertia nigricans	""	""	19391641 (BR)	""	""	""	""
KU215051	""	""	Goeppertia majestica voucher 19700532 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Goeppertia majestica	""	""	19700532 (BR)	""	""	""	""
KU215052	""	""	Goeppertia lindeniana voucher 19700741 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Goeppertia lindeniana	""	""	19700741 (BR)	""	""	""	""
KU215053	""	""	Goeppertia zebrina voucher 19700743 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Goeppertia zebrina	""	""	19700743 (BR)	""	""	""	""
KU215054	""	""	Maranta lietzei voucher 19073766 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Maranta lietzei	""	""	19073766 (BR)	""	""	""	""
KU215055	""	""	Goeppertia picturata voucher Van Caeckenberghe s.n. (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Goeppertia picturata	""	""	Van Caeckenberghe s.n. (BR)	""	""	""	""
KU215056	""	""	Ctenanthe kummeriana voucher 19073861 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Ctenanthe kummeriana	""	""	19073861 (BR)	""	""	""	""
KU215057	""	""	Ctenanthe setosa voucher 19620507 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Ctenanthe setosa	""	""	19620507 (BR)	""	""	""	""
KU215058	""	""	Ctenanthe amabilis voucher 19391944 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Ctenanthe amabilis	""	""	19391944 (BR)	""	""	""	""
KU215059	""	""	Ctenanthe oppenheimiana voucher 19680371 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Ctenanthe oppenheimiana	""	""	19680371 (BR)	""	""	""	""
KU215060	""	""	Maranta depressa voucher 19700747 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Maranta depressa	""	""	19700747 (BR)	""	""	""	""
KU215061	""	""	Maranta bicolor voucher 19074039 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Maranta bicolor	""	""	19074039 (BR)	""	""	""	""
KU215062	""	""	Maranta leuconeura voucher 19660030 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Maranta leuconeura	""	""	19660030 (BR)	""	""	""	""
KU215063	""	""	Pleiostachya pruinosa voucher 19910154-31 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pleiostachya pruinosa	""	""	19910154-31 (BR)	""	""	""	""
KU215064	""	""	Hypselodelphys hirsuta voucher Van Caeckenberghe s.n. (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Hypselodelphys hirsuta	""	""	Van Caeckenberghe s.n. (BR)	""	""	""	""
KU215065	""	""	Saranthe sp. 19575002 voucher 19575002 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Saranthe sp. 19575002	""	""	19575002 (BR)	""	""	""	""
KU215066	""	""	Stromanthe porteana voucher 19710269 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Stromanthe porteana	""	""	19710269 (BR)	""	""	""	""
KU215067	""	""	Ischnosiphon ovatus voucher Van Caeckenberghe s.n. (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Ischnosiphon ovatus	""	""	Van Caeckenberghe s.n. (BR)	""	""	""	""
KU215068	""	""	Thalia multiflora voucher 19770092 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Thalia multiflora	""	""	19770092 (BR)	""	""	""	""
KU215069	""	""	Donax canniformis voucher 19733425 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Donax canniformis	""	""	19733425 (BR)	""	""	""	""
KU215070	""	""	Marantochloa filipes voucher 19850681 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Marantochloa filipes	""	""	19850681 (BR)	""	""	""	""
KU215071	""	""	Megaphrynium macrostachyum voucher 10005583 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Megaphrynium macrostachyum	""	""	10005583 (BR)	""	""	""	""
KU215072	""	""	Sarcophrynium brachystachyum voucher 19910155-32 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Sarcophrynium brachystachyum	""	""	19910155-32 (BR)	""	""	""	""
KU215125	""	""	Alpinia luteocarpa voucher 19880195 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Alpinia luteocarpa	""	""	19880195 (BR)	""	""	""	""
KU215126	""	""	Alpinia purpurata voucher 19880109 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Alpinia purpurata	""	""	19880109 (BR)	""	""	""	""
KU215127	""	""	Zingiber papuanum voucher 19763771 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Zingiber papuanum	""	""	19763771 (BR)	""	""	""	""
KU215128	""	""	Zingiber zerumbet voucher 19520932 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Zingiber zerumbet	""	""	19520932 (BR)	""	""	""	""
KU215129	""	""	Zingiber zerumbet voucher Van Caeckenberghe s.n. (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Zingiber zerumbet	""	""	Van Caeckenberghe s.n. (BR)	""	""	""	""
KU215130	""	""	Curcuma xanthorrhiza voucher 19750147 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Curcuma xanthorrhiza	""	""	19750147 (BR)	""	""	""	""
KU215131	""	""	Hedychium horsfieldii voucher 19602071 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Hedychium horsfieldii	""	""	19602071 (BR)	""	""	""	""
KU215132	""	""	Hedychium cylindricum voucher 19520915 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Hedychium cylindricum	""	""	19520915 (BR)	""	""	""	""
KU215133	""	""	Hedychium flavescens voucher 19800483 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Hedychium flavescens	""	""	19800483 (BR)	""	""	""	""
KU215134	""	""	Hedychium coronarium voucher 19870230 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Hedychium coronarium	""	""	19870230 (BR)	""	""	""	""
KU215135	""	""	Boesenbergia sp. 19710472 voucher 19710472 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Boesenbergia sp. 19710472	""	""	19710472 (BR)	""	""	""	""
KU215136	""	""	Kaempferia gilbertii voucher 19570275 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Kaempferia gilbertii	""	""	19570275 (BR)	""	""	""	""
KU215137	""	""	Kaempferia rotunda voucher 19074013 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Kaempferia rotunda	""	""	19074013 (BR)	""	""	""	""
KU215138	""	""	Kaempferia elegans voucher 20060023-35 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Kaempferia elegans	""	""	20060023-35 (BR)	""	""	""	""
KU215139	""	""	Boesenbergia rotunda voucher 20040188-85 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Boesenbergia rotunda	""	""	20040188-85 (BR)	""	""	""	""
KU215140	""	""	Renealmia nicolaioides voucher 19750423 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Renealmia nicolaioides	""	""	19750423 (BR)	""	""	""	""
KU215141	""	""	Cautleya lutea voucher 20091405-86 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Cautleya lutea	""	""	20091405-86 (BR)	""	""	""	""
KU215142	""	""	Siphonochilus kirkii voucher 20040213-13 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Siphonochilus kirkii	""	""	20040213-13 (BR)	""	""	""	""
KU215143	""	""	Globba schomburgkii voucher 19741200 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Globba schomburgkii	""	""	19741200 (BR)	""	""	""	""
KU215144	""	""	Renealmia alpinia voucher 19921107-23 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Renealmia alpinia	""	""	19921107-23 (BR)	""	""	""	""
KU215145	""	""	Riedelia sp. 19620382 voucher 19620382 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Riedelia sp. 19620382	""	""	19620382 (BR)	""	""	""	""
KU215146	""	""	Kaempferia sp. Van Caeckenberghe s.n. voucher Van Caeckenberghe s.n. (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Kaempferia sp. Van Caeckenberghe s.n.	""	""	Van Caeckenberghe s.n. (BR)	""	""	""	""
KU215147	""	""	Aframomum hanburyi voucher Van Caeckenberghe s.n. (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Aframomum hanburyi	""	""	Van Caeckenberghe s.n. (BR)	""	""	""	""
KU215148	""	""	Aframomum daniellii voucher 20030092-77 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Aframomum daniellii	""	""	20030092-77 (BR)	""	""	""	""
KU215149	""	""	Aframomum thonneri voucher 20030090-75 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Aframomum thonneri	""	""	20030090-75 (BR)	""	""	""	""
KU215150	""	""	Aframomum corrorima voucher Van Caeckenberghe s.n. (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Aframomum corrorima	""	""	Van Caeckenberghe s.n. (BR)	""	""	""	""
KU215151	""	""	Canna indica voucher 19981130-03 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Canna indica	""	""	19981130-03 (BR)	""	""	""	""
KU215152	""	""	Costus malortieanus voucher 10005061 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus malortieanus	""	""	10005061 (BR)	""	""	""	""
KU215153	""	""	Costus erythrophyllus voucher 19730145 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus erythrophyllus	""	""	19730145 (BR)	""	""	""	""
KU215154	""	""	Costus allenii voucher 19730144 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus allenii	""	""	19730144 (BR)	""	""	""	""
KU215155	""	""	Costus pictus voucher 10005272 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus pictus	""	""	10005272 (BR)	""	""	""	""
KU215156	""	""	Costus arabicus voucher 19730142 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus arabicus	""	""	19730142 (BR)	""	""	""	""
KU215157	""	""	Costus scaber voucher 19812689 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus scaber	""	""	19812689 (BR)	""	""	""	""
KU215158	""	""	Costus zingiberoides voucher 19860010 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus zingiberoides	""	""	19860010 (BR)	""	""	""	""
KU215159	""	""	Costus vargasii voucher 19860011 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus vargasii	""	""	19860011 (BR)	""	""	""	""
KU215160	""	""	Costus lucanusianus voucher 19620189 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus lucanusianus	""	""	19620189 (BR)	""	""	""	""
KU215161	""	""	Costus dubius voucher 19594350 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Costus dubius	""	""	19594350 (BR)	""	""	""	""
KU215162	""	""	Dimerocostus strobilaceus voucher 19726435 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Dimerocostus strobilaceus	""	""	19726435 (BR)	""	""	""	""
KU215163	""	""	Monocostus uniflorus voucher 19750179 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Monocostus uniflorus	""	""	19750179 (BR)	""	""	""	""
KU215164	""	""	Tapeinochilos ananassae voucher 19610260 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Tapeinochilos ananassae	""	""	19610260 (BR)	""	""	""	""
KU215165	""	""	Chamaecostus cuspidatus voucher 19381338 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Chamaecostus cuspidatus	""	""	19381338 (BR)	""	""	""	""
KU215166	""	""	Heliconia acuminata voucher 19830761 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Heliconia acuminata	""	""	19830761 (BR)	""	""	""	""
KU215167	""	""	Heliconia indica voucher 19730253 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Heliconia indica	""	""	19730253 (BR)	""	""	""	""
KU215168	""	""	Heliconia humilis voucher 19861386 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Heliconia humilis	""	""	19861386 (BR)	""	""	""	""
KU215169	""	""	Heliconia rostrata voucher 19822412 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Heliconia rostrata	""	""	19822412 (BR)	""	""	""	""
KU215170	""	""	Orchidantha maxillarioides voucher 19074031 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Orchidantha maxillarioides	""	""	19074031 (BR)	""	""	""	""
KU215171	""	""	Goeppertia marantifolia voucher 19760485 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Goeppertia marantifolia	""	""	19760485 (BR)	""	""	""	""
KU215172	""	""	Goeppertia orbifolia voucher 19910146-23 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Goeppertia orbifolia	""	""	19910146-23 (BR)	""	""	""	""
KU215173	""	""	Goeppertia mirabilis voucher 19700537 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Goeppertia mirabilis	""	""	19700537 (BR)	""	""	""	""
KU215174	""	""	Goeppertia louisae voucher Van Caeckenberghe s.n. (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Goeppertia louisae	""	""	Van Caeckenberghe s.n. (BR)	""	""	""	""
KU215175	""	""	Goeppertia makoyana voucher 19073768 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Goeppertia makoyana	""	""	19073768 (BR)	""	""	""	""
KU215176	""	""	Goeppertia nigricans voucher 19391641 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Goeppertia nigricans	""	""	19391641 (BR)	""	""	""	""
KU215177	""	""	Goeppertia majestica voucher 19700532 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Goeppertia majestica	""	""	19700532 (BR)	""	""	""	""
KU215178	""	""	Ctenanthe amabilis voucher 19391944 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Ctenanthe amabilis	""	""	19391944 (BR)	""	""	""	""
KU215179	""	""	Ctenanthe oppenheimiana voucher 19680371 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Ctenanthe oppenheimiana	""	""	19680371 (BR)	""	""	""	""
KU215180	""	""	Maranta depressa voucher 19700747 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Maranta depressa	""	""	19700747 (BR)	""	""	""	""
KU215181	""	""	Maranta bicolor voucher 19074039 (BR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Maranta bicolor	""	""	19074039 (BR)	""	""	""	""
